the extracted feature,class
"[-2.4845497e+02  1.4602657e+02 -2.0551229e+01 -9.8875046e+00
 -1.7607571e+01 -2.3136163e+00 -1.1574579e+01 -5.7541704e+00
 -1.9638432e+01 -8.3770380e+00  9.0006418e+00  1.7627355e+00
 -3.2758911e+00  4.5410800e+00 -4.1130891e+00  1.0748885e+01
 -1.1574103e+00  5.8659558e+00 -1.2790811e+00 -2.2077761e+00
 -9.6987228e+00 -1.8804065e+00 -9.1167326e+00 -8.9471664e+00
 -3.8451144e-01 -8.8653989e-02 -4.0536752e+00  8.6958895e+00
  3.3252990e+00 -4.5192871e+00 -1.2450130e+00  6.7750168e+00
 -5.1270156e+00  6.5751624e-01  9.4408911e-01 -1.4141064e+00
 -1.6500686e+00 -5.4924506e-01 -2.7376978e+00  7.3300266e+00]",bageshree
"[-2.4882733e+02  1.4033873e+02 -2.1312805e+01 -7.0065212e+00
 -1.7032568e+01 -1.4058311e+00 -1.6172384e+01 -4.9826908e+00
 -1.8990002e+01 -7.4519939e+00  6.1744714e+00 -2.3882051e+00
 -1.8797064e+00  6.8932238e+00 -1.2676095e+00  8.8118896e+00
  1.4903511e+00  3.8908629e+00 -2.6925459e+00 -4.9363918e+00
 -1.0024424e+01 -2.9415767e+00 -7.3126950e+00 -6.0865703e+00
  2.6529696e+00  2.2922339e+00 -4.9436326e+00  8.0429697e+00
 -1.1316498e-01 -4.9092503e+00 -2.3976424e+00  7.4589763e+00
 -5.2312150e+00  1.2404602e+00  8.6031213e-02 -4.0100918e+00
 -2.8997397e+00 -3.0023329e+00 -4.3876772e+00  6.8093743e+00]",bageshree
"[-225.58403     181.06131     -47.174103    -12.014154     -1.2992617
   -6.3085747   -14.060784    -11.646326     -9.441329     -0.43752807
    0.91962415   -8.112106      7.0741906    12.655134      2.359733
    1.3031852     3.4774384    -2.6951985    -3.8141942    -0.66014636
   -6.5179515    -1.7631605    -6.046478     -7.899249      3.5886989
    1.1337941    -2.4325886     3.7196465     4.495379     -5.8962502
    0.9968937     9.616222     -2.4672098    -1.1180555     0.5173203
   -1.9572568     1.2823539    -0.6001454    -3.071261      3.4818075 ]",bageshree
"[-242.11043    140.57182    -22.639736   -18.184942   -20.808615
    1.8236384  -17.587914    -4.992949   -20.953129    -8.467032
    3.759755    -3.03624     -4.794992     4.390262    -0.2723683
    9.23659      2.5512195    4.631207    -3.4548297   -5.307415
   -8.574103    -3.7894466   -3.5598252   -1.7639132    3.3371627
    2.514368    -1.9204215    6.5350723    3.626737    -3.479504
   -0.8195598    6.5152364   -5.7418127    1.9958012    0.8575914
   -2.1610668   -7.6944256   -4.8755755   -7.4570403    6.1073866]",bageshree
"[-2.05970886e+02  1.28614975e+02 -7.68879700e+00 -1.42764397e+01
 -1.52633820e+01  2.98043585e+00 -7.22416925e+00 -2.85469389e+00
 -1.25605831e+01 -2.46858811e+00  5.56179810e+00  3.48547649e+00
 -1.32910013e+00  4.89169455e+00  1.58647254e-01  8.78896713e+00
  3.11887598e+00  5.55484819e+00 -3.64174938e+00 -2.76476336e+00
 -5.95473719e+00 -6.08025551e-01 -6.83265543e+00 -3.78712106e+00
 -1.88527822e+00  1.94014692e+00 -2.66727281e+00  5.29995632e+00
  1.07814394e-01 -1.51091409e+00 -8.59576106e-01  5.43244171e+00
 -1.99647701e+00  4.16683584e-01 -7.89712429e-01  8.49874377e-01
 -2.52618074e+00 -2.39866361e-01 -3.79161549e+00  4.58787584e+00]",bageshree
"[-2.5134143e+02  1.3681223e+02 -1.9045979e+01  6.9622793e+00
 -1.1623364e+01 -1.1793602e+01 -1.1387197e+01 -6.0662217e-02
 -1.9687309e+01 -1.2631384e+01  8.6700243e-01 -4.4235659e+00
  9.3048582e+00  4.9389114e+00 -4.8875422e+00  1.1132560e+01
  2.5349479e+00 -4.2783031e-01 -5.8070602e+00 -3.4004326e+00
 -1.1235270e+01 -2.2558532e+00 -8.2888336e+00 -3.2887237e+00
 -5.0464547e-01 -3.9330807e-01 -1.0106499e+01  1.3774046e+00
  2.7654884e+00 -6.4715028e+00 -3.2672145e+00  6.4841599e+00
 -2.1642873e+00 -5.6138033e-01 -6.2423342e-01 -5.6542234e+00
 -4.5312848e+00  5.3086907e-01 -6.3967285e+00  7.6833062e+00]",bageshree
"[-256.77057     130.616       -16.24383       2.4484477   -13.464155
   -8.743612     -6.7984486    -3.9605455   -23.67687     -11.541472
    2.4366224    -3.3998206     6.704888      8.715514     -3.5546346
    9.338035      2.7219124     3.138019     -2.9403372    -3.8334174
  -11.823977     -2.582396     -6.945659     -6.193875     -1.2810211
   -1.3920444    -7.628393      3.8904262     1.0932251    -8.171323
   -2.6260524     7.296371     -4.0100236    -2.2682385    -2.1346803
   -5.702518     -5.0106072     0.36385188   -5.799533      8.241249  ]",bageshree
"[-2.1482986e+02  1.2440815e+02 -7.2950249e+00 -6.6502209e+00
 -1.8094942e+01  2.6031046e+00 -3.6369643e+00 -3.7938108e+00
 -1.5898644e+01 -7.1459684e+00  1.8325347e+00  5.2104473e+00
  6.4388776e-01  7.8500824e+00 -2.8296211e+00  1.0211110e+01
  2.1857321e+00  2.3641152e+00 -2.8883986e+00 -2.1922083e+00
 -9.3740225e+00 -2.1707406e+00 -4.1214767e+00 -4.3915625e+00
 -2.3676875e+00  2.3683538e+00 -5.2886186e+00  3.0729210e+00
  3.8531303e-01 -3.2213533e+00 -3.5025480e-01  7.1642294e+00
 -3.3337250e+00 -5.8441108e-01 -1.3002831e+00 -1.3919405e+00
 -2.8233843e+00  3.3843569e-02 -2.7342579e+00  6.3134127e+00]",bageshree
"[-2.2536969e+02  1.7523640e+02 -5.2889660e+01 -1.2726811e+01
 -3.6360130e+00 -6.9125729e+00 -2.0659834e+01 -8.8383503e+00
 -1.0219430e+01  9.8244086e-02 -2.3328376e+00 -1.1034021e+01
  5.9008255e+00  1.2388085e+01  5.0463915e+00  3.9567945e+00
  5.8990641e+00 -1.8370693e+00 -4.4141941e+00 -7.2920656e-01
 -6.1202669e+00 -1.9890581e+00  3.4121749e-01  1.3168880e-01
  1.1762993e+01  8.2053127e+00 -5.4529458e-02  2.8814921e+00
  3.3921053e+00 -2.8247924e+00  3.0668695e+00  1.1143165e+01
 -2.6659062e+00 -2.5127237e+00 -1.3369179e+00 -4.2341208e+00
 -3.0436847e+00 -6.3058386e+00 -3.9282074e+00  4.6687708e+00]",bageshree
"[-2.5834274e+02  1.2594787e+02 -3.4053837e+01  7.9923928e-01
 -1.0412905e+01 -2.9284704e+00 -1.4818713e+01 -3.1419964e+00
 -2.2639601e+01  5.8496946e-01  2.5527914e+00 -1.0423738e+01
  3.4193323e+00  7.2835050e+00  3.7328801e+00  3.3316257e+00
  6.2019734e+00  1.0724210e+00 -6.7911291e+00 -2.4995828e+00
 -6.1949649e+00  2.2100632e-01  3.5412793e+00  4.5830068e-01
  6.7979751e+00  8.9921207e+00 -1.6097254e+00  4.3593030e+00
  3.0543360e-01 -3.3794982e+00 -3.3595180e-03  8.8892021e+00
 -4.3172708e+00  3.0553836e-01 -1.2509509e+00 -2.4200180e+00
 -5.2277188e+00 -7.6168818e+00 -9.6427813e+00  2.9829669e+00]",bageshree
"[-2.49388779e+02  1.32792221e+02 -2.34875565e+01 -1.08259811e+01
 -1.78478508e+01  2.66579556e+00 -1.99158802e+01 -4.44298792e+00
 -2.47890015e+01 -1.28185682e+01  5.46191990e-01 -5.78670835e+00
  1.81331232e-01  6.53217316e+00  1.05578089e+00  1.00092945e+01
  4.76204681e+00  3.09084468e-02 -4.06744099e+00 -4.50327587e+00
 -1.00865717e+01 -2.79386783e+00  1.87418187e+00  4.23276037e-01
  6.68665600e+00  8.10034657e+00 -2.81900239e+00  6.33828354e+00
  3.74445021e-01 -4.95214939e+00  6.58844292e-01  8.53836155e+00
 -4.16472530e+00  1.66858509e-01 -5.35278618e-01 -3.96718454e+00
 -7.11202383e+00 -5.97386503e+00 -8.57706356e+00  7.00772762e+00]",bageshree
"[-249.56181     140.52122     -21.77364      -8.856411    -17.684578
    0.35454458  -19.88162      -5.565052    -18.5903       -7.8388753
    4.806031     -2.081953     -2.5247512     5.848124     -0.7408593
    9.590464      4.389664      5.733073     -4.5050964    -5.6620684
  -10.281314     -4.259881     -4.450489     -3.932897      5.29973
    6.6550236    -1.5189166     7.0670056     0.90171313   -6.5606833
   -2.5058005     5.9622345    -3.2288308     0.6806374     0.78151786
   -4.2427516    -4.5959272    -3.2777305    -6.3687043     4.9986167 ]",bageshree
"[-2.2300511e+02  1.3036340e+02 -4.3423851e+01 -4.2288327e+00
 -2.1532043e+01  8.3541185e-01 -1.0490238e+01 -4.5981712e+00
 -2.1397186e+01  1.3051734e+00  6.0516772e+00 -8.9871101e+00
 -1.8661984e+00  4.0542164e+00 -1.6678147e-01  6.5499320e+00
  6.3745999e+00  3.9749565e+00 -5.2707648e+00 -1.9795022e+00
 -6.4181776e+00 -8.1174225e-01 -3.0169258e+00 -7.5502810e+00
  2.6607578e+00  5.0744724e+00 -1.3822886e+00  9.5752306e+00
  3.5173852e+00 -2.2403593e+00  5.6949657e-01  7.1434169e+00
 -3.3073492e+00  9.3610722e-01 -9.8420084e-01 -2.2215858e+00
 -3.4263506e+00 -2.4791424e+00 -6.3534422e+00  4.4193244e+00]",bageshree
"[-219.9765      177.73985     -55.034103    -19.588194    -11.265257
   -4.4831743   -13.594884    -11.215533    -11.568255      1.8584573
    2.340661     -8.555147      1.3991566     8.569233      1.8892112
    2.5898292     7.3923798     0.7653826    -2.22546       1.4331763
   -2.7751153    -3.7112384    -4.988758     -6.968508      3.8730605
    3.1562378    -1.5627846     3.2498987     4.4209304    -3.9628277
    1.6114222     9.039585     -3.487415     -0.92270386   -0.35889664
   -2.4797006    -0.55945927   -1.4495988    -2.2262354     4.5546927 ]",bageshree
"[-2.5763721e+02  1.3595805e+02 -3.4487766e+01  5.3183837e+00
 -1.1467163e+01 -3.5522153e+00 -9.4235325e+00  1.1120287e+00
 -1.9509922e+01  5.3055517e-02  8.1283379e+00 -8.1088638e+00
  2.9132864e+00  3.9321058e+00  1.1499368e+00  8.8262510e+00
  4.2160544e+00  6.3168412e-01 -6.1754322e+00 -4.2897778e+00
 -6.0811028e+00  1.9753722e+00 -4.1957273e+00 -3.0934436e+00
  1.9647686e+00  4.6546459e+00 -5.8742318e+00 -5.9647635e-02
 -1.3291737e+00 -5.9856653e+00 -9.5935053e-01  6.8761592e+00
 -4.4222946e+00 -3.1820536e-01 -1.1692654e+00 -3.9525585e+00
 -2.6011076e+00 -4.8212509e+00 -6.9090238e+00  5.6297750e+00]",bageshree
"[-2.17926147e+02  1.81009384e+02 -5.74807663e+01 -1.40365105e+01
 -6.04743338e+00 -5.55656815e+00 -1.58640156e+01 -7.36177111e+00
 -7.70014715e+00 -1.32165456e+00  2.76422977e+00 -8.43175697e+00
  5.74741173e+00  9.38015175e+00  2.42815185e+00  4.54396439e+00
  6.78961325e+00 -3.26487899e-01 -4.66691017e+00 -2.14677858e+00
 -7.11273909e+00 -3.43757129e+00 -4.06041956e+00 -5.69154215e+00
  6.99111795e+00  2.99833131e+00 -1.77488673e+00  3.90266538e+00
  5.67168522e+00 -3.03028154e+00 -1.20213374e-01  7.64918089e+00
 -2.50302649e+00 -1.67205874e-02  9.02416945e-01 -3.45163798e+00
 -7.60524273e-01 -4.27628326e+00 -3.00535846e+00  5.64507294e+00]",bageshree
"[-210.51357     181.78044     -58.558784    -15.412666     -7.8194923
   -2.5619502   -17.338348     -6.754275     -5.737589     -0.62391484
    3.3300667    -6.8798256     5.7808127     6.1190953    -0.6447825
    4.1652555     7.2354364     2.0540972    -4.6135926    -2.6404002
   -7.441379     -6.2386947    -7.084153     -9.275075      3.6724749
    1.5890496    -0.2133241     8.268433      7.4681897    -1.9626598
    0.263242      8.097553     -2.9151042     2.0575829     4.0598397
   -1.5599148     0.6818787    -2.794408     -2.2001302     4.8649187 ]",bageshree
"[-2.4236133e+02  1.3471548e+02 -3.7651745e+01 -4.8293638e+00
 -1.7063004e+01 -4.7634384e-01 -8.9679499e+00 -1.2764086e+00
 -2.0063103e+01  2.7962301e+00  9.2303810e+00 -9.3970318e+00
 -5.0667155e-01  1.4801042e+00 -4.8237258e-01  4.3605165e+00
  4.3525019e+00  2.8890722e+00 -5.7470160e+00 -2.1256549e+00
 -4.9870691e+00 -1.8569263e+00 -7.5926943e+00 -8.9090357e+00
 -4.4368571e-01  5.2701645e+00 -2.0972735e-01  1.0915074e+01
  8.7693090e+00  5.6341594e-01 -1.6000863e+00  4.2647943e+00
 -3.0182590e+00  4.0739532e+00  3.9373620e+00  7.5315982e-01
 -1.0142386e+00  2.1753021e-01 -6.7738709e+00  3.1832709e+00]",bageshree
"[-2.2419173e+02  1.2916394e+02 -3.1558313e+01 -1.0765377e+01
 -1.3592123e+01 -7.4132532e-01 -9.5918427e+00 -1.6584433e+01
 -1.7764755e+01  1.5310436e+00  6.5935493e+00 -9.5685835e+00
  1.3060591e+00  5.5831504e+00 -9.5024776e-01  1.5550110e+00
  4.0043330e+00  5.2625532e+00 -7.9218116e+00 -2.7765739e+00
 -6.7925577e+00  4.1500134e+00 -3.9027889e+00 -4.8948236e+00
  4.0470524e+00  8.1137056e+00 -1.0171299e+00  7.7131486e+00
  4.4275379e+00 -2.4264431e+00  5.3180110e-01  8.8811541e+00
 -4.7343683e+00 -1.9536564e-01 -1.2600170e+00 -1.5563885e+00
 -4.1267700e+00 -3.9887695e+00 -7.3622651e+00  4.7793765e+00]",bageshree
"[-2.3439651e+02  1.8186441e+02 -6.4341629e+01 -1.2855714e+01
 -8.1031437e+00 -1.2123649e+01 -1.5167919e+01 -8.2752533e+00
 -4.3717813e+00 -6.1820869e+00  1.3162019e+00 -5.8204846e+00
  1.0081318e+01  1.0369786e+01  1.5662191e+00  7.1783118e-02
  7.1165700e+00  2.5424644e-01 -4.1294246e+00  1.1335098e+00
 -7.1774430e+00 -5.2689514e+00 -9.9529686e+00 -1.3104535e+01
 -1.8278272e+00 -1.6114278e+00 -2.6331708e+00  5.9372487e+00
  5.5039039e+00 -3.9732082e+00  1.4316540e+00  1.1227834e+01
  5.0295150e-01  3.3813224e+00  3.2550499e+00  2.7165120e+00
  5.7648897e+00  4.8860798e+00 -1.4032133e+00  9.0308800e+00]",bageshree
"[-254.71521    131.20947    -35.811913     4.262348    -9.134212
   -3.593263   -15.013917    -1.4187202   -9.851802    -3.5656254
   -0.6854579   -6.7546597    5.138483     7.6323295   -3.2425752
    4.493417     3.774815     1.9539883   -9.2201805   -3.075836
   -6.81534      1.5174731   -6.647766    -6.300497    -1.9584615
   -1.1641502   -6.985946     5.617743     0.3083792   -7.0219455
   -1.4696625    4.6731744   -4.4561048    2.688347     2.9350739
    1.2702198    0.8174543   -0.9245999   -4.6108375    6.688157 ]",bageshree
"[-2.6280756e+02  1.4119731e+02 -3.5008625e+01  2.6136093e+00
 -1.0172262e+01 -2.8394861e+00 -1.1065426e+01 -1.8170761e+00
 -1.9654234e+01  2.4165199e+00  5.6748862e+00 -6.5703740e+00
  4.2328224e+00  6.0568304e+00 -5.2670569e+00  5.6122890e+00
  4.8427234e+00  3.9797170e+00 -7.6203995e+00 -1.0258490e+00
 -5.5680370e+00  1.2154342e+00 -7.8898029e+00 -6.7194996e+00
 -2.1862082e+00 -2.5958565e-01 -4.3883557e+00  8.2123890e+00
 -3.8608816e-01 -5.3590431e+00 -8.2880996e-02  4.0354271e+00
 -3.0153739e+00  1.6272724e+00 -3.2765317e-01 -8.7161624e-01
 -1.4326713e+00 -9.0573710e-01 -3.1132069e+00  3.5293336e+00]",bageshree
"[-236.7071      186.07072     -57.32296      -2.8995724     1.4748312
  -17.623829    -18.512373     -5.4832115    -3.9256575    -1.6358876
   -3.8836703    -7.991869     10.951062     10.482935      1.1458343
    1.4661672     3.9064393    -0.389804     -4.503516     -0.41184023
   -7.5925612    -3.6028707    -8.302005    -10.373378     -0.32685274
   -2.7774224    -4.60203       0.24995899    0.47544828   -9.862656
   -0.5843611     7.9450884    -3.5365787    -2.336453     -3.969069
   -3.1934545    -0.25517347   -0.26324013   -1.6752237     7.014739  ]",bageshree
"[-230.72168     142.2315      -36.08013      -8.7471695   -15.028889
   -1.7579052    -4.190668    -18.31917     -10.941669     -3.442187
    9.830846     -8.224545      3.2860603     5.251119     -3.5677707
    0.82274926    3.3271177     4.968521     -9.046936     -3.5084715
   -7.0231395     4.587689    -10.260917    -10.097313     -2.6076572
    0.29628506   -6.839742      5.6842566     0.40066597   -7.821383
   -2.9508138     6.871131     -3.860126     -1.9949238    -0.99065065
   -1.4121417    -1.0273684    -0.29438996   -6.530205      6.1355453 ]",bageshree
"[-2.1861725e+02  1.8487692e+02 -5.8996277e+01 -1.1511422e+01
 -6.1869001e+00 -6.7509694e+00 -1.7621622e+01 -7.9409490e+00
 -4.4405794e+00 -2.6161389e+00  2.3023987e+00 -5.9442363e+00
  7.2053185e+00  6.6663928e+00  3.8445699e-01  2.4193406e+00
  5.8346148e+00  1.1489894e+00 -3.4296937e+00 -6.2918323e-01
 -6.4364190e+00 -5.6946716e+00 -8.7090168e+00 -1.1364120e+01
 -5.1012224e-01 -1.7346166e+00 -1.6708128e+00  6.6085038e+00
  5.8149786e+00 -3.3046699e+00  1.0768646e-01  7.9947805e+00
 -3.9979644e+00  1.6546461e-01  1.4538517e+00 -3.5581431e+00
  1.5466918e+00  6.6424209e-01 -2.4254392e-01  5.7764874e+00]",bageshree
"[-2.38211166e+02  1.37454147e+02 -3.56324806e+01 -3.33355665e+00
 -9.98540688e+00  3.65913486e+00 -1.21004305e+01 -1.64925976e+01
 -1.26325722e+01 -3.02688241e+00  5.30808163e+00 -9.63855839e+00
  7.85687304e+00  5.90127325e+00 -1.93503033e-02  1.18605769e+00
  4.25353050e+00  3.71724725e+00 -6.91258335e+00 -5.43882036e+00
 -6.47158289e+00  4.27754498e+00 -7.69945335e+00 -9.10694408e+00
 -3.80275726e+00 -3.55331530e-03 -7.39604235e+00  4.87944174e+00
 -1.39146137e+00 -9.51998234e+00 -3.53749275e+00  8.13763905e+00
 -1.93009448e+00 -8.13269675e-01 -2.72555709e+00 -9.67139125e-01
 -2.66061091e+00 -2.42843938e+00 -6.82502890e+00  6.36500788e+00]",bageshree
"[-2.2572856e+02  1.4857748e+02 -4.1970863e+01 -1.6079254e+01
 -2.0294237e+01  6.4286904e+00 -8.7153912e+00 -1.4107390e+01
 -9.8366194e+00 -1.3829272e+00  1.0012004e+01 -9.8026628e+00
  3.0372007e+00  1.3119946e-01 -2.4708843e+00  1.1869378e+00
  5.7827268e+00  4.4823084e+00 -9.2552071e+00 -3.9400139e+00
 -3.9170244e+00  2.6896667e+00 -9.1774940e+00 -9.3374615e+00
 -3.1332908e+00  1.5064663e+00 -6.5585365e+00  5.9904718e+00
  1.8522444e+00 -8.4138880e+00 -3.0177519e+00  7.7243319e+00
 -5.0071349e+00  8.6305326e-01  7.9130292e-02  2.1641459e-01
 -2.6399696e-01 -5.9224719e-01 -8.1131496e+00  5.4024897e+00]",bageshree
"[-2.35085052e+02  1.90618286e+02 -5.99552269e+01 -1.75351948e-01
 -1.07478164e-01 -1.35431986e+01 -1.82027054e+01 -7.00242567e+00
 -2.86449099e+00 -2.94326901e+00 -1.86871409e+00 -8.69441414e+00
  1.07463837e+01  9.05359554e+00  2.58663273e+00  2.48339128e+00
  1.62892818e+00  8.85845840e-01 -6.81782818e+00 -4.38997984e-01
 -8.59961605e+00 -3.78797483e+00 -6.36241341e+00 -1.10267715e+01
  7.15957105e-01 -3.33372188e+00 -5.09342432e+00  9.33703244e-01
  6.02977157e-01 -8.59671497e+00 -8.52758467e-01  9.66316032e+00
 -3.47486997e+00 -8.38856399e-01 -1.33567822e+00 -9.24197584e-02
  1.30092263e+00  6.47285879e-01 -4.23559695e-01  6.95686579e+00]",bageshree
"[-1.9410741e+02  1.3935989e+02 -4.9639736e+01  1.0104608e+01
  1.2556854e+00 -2.0718372e+00 -4.2215567e+00  1.2402968e+00
 -8.0521507e+00  5.7012382e+00  1.6858456e-01 -2.6198280e+00
  5.5771675e+00  4.6590028e+00 -5.3648558e+00  7.9293165e+00
 -9.4186497e+00  5.7354355e+00 -2.9690678e+00 -7.1211381e+00
 -4.0122929e+00  3.1308560e+00 -4.4957042e+00  1.0803227e+00
  1.7523216e+00 -4.0627203e+00 -9.5949125e+00 -3.8958564e-01
 -6.2873917e+00 -5.4338732e+00 -2.6358159e+00  2.4714384e+00
 -1.7882136e-01 -9.9107608e-02  5.2415496e-01  6.4037147e+00
  5.6593294e+00  3.4293213e+00 -9.1206557e-01  6.0863533e+00]",bageshree
"[-203.94733     164.51129     -37.862362    -15.009102    -13.625673
    3.103251    -20.723919     -4.6122684   -15.024352      2.5369515
    6.83301      -7.029161      4.776918      7.569126      0.90962464
    4.4380097     3.675561      0.99091357   -5.413022     -6.4287357
   -8.919541      1.6074573    -6.717463     -7.2991986    -2.472905
   -2.7330327    -7.25207       3.087898     -2.6405869    -8.676245
   -0.753715      5.9947567     0.21909387    0.5678891     0.44546786
    0.4851458     2.7370882    -0.68566054   -3.9723334     4.734838  ]",bageshree
"[-2.32196777e+02  1.86542419e+02 -5.74717484e+01 -1.39188993e+00
  2.37093255e-01 -1.19801855e+01 -1.40177908e+01 -8.69041729e+00
 -8.20900059e+00 -3.69206572e+00 -3.01205802e+00 -6.86701822e+00
  1.22352476e+01  1.20239658e+01  1.71626270e+00  7.30112433e-01
  1.43861341e+00 -1.35116780e+00 -4.46476793e+00 -2.59000349e+00
 -1.04337006e+01 -9.29206610e-01 -7.19408321e+00 -6.69190884e+00
 -5.00309169e-01 -3.13452625e+00 -5.05916357e+00  1.23817396e+00
  2.53247356e+00 -9.38864708e+00 -7.34167397e-01  7.46137762e+00
 -1.86476707e+00  1.90972880e-01 -9.23660994e-01 -8.02474916e-01
  5.35846472e-01  2.09496692e-01 -2.33370233e+00  5.30473995e+00]",bageshree
"[-3.1530869e+02  7.1373520e+01 -8.6748552e+00  4.2438992e+01
 -1.0687613e+01  2.1628914e+00 -1.6383670e-01 -2.2084099e-01
 -3.9921847e-01  6.4193769e+00 -2.2513733e+00 -5.0166221e+00
 -6.1914415e+00  7.4091845e+00 -9.4002752e+00 -2.9571247e+00
 -5.7439833e+00  3.8732257e-01  1.0035737e+00  1.1793952e+01
  8.8571529e+00  1.1481393e+01  7.1470609e+00  3.3187933e+00
 -4.5812564e+00  3.2241216e+00 -6.4967227e+00  4.1192527e+00
  7.5917811e+00  8.1120558e-02  4.8402596e+00  3.9654086e+00
  2.3160937e+00  6.7547259e+00 -2.8737012e-01  2.0718615e+00
 -2.1789148e+00  5.4640212e+00 -8.1745178e-01  8.9487833e-01]",bageshree
"[-3.3497784e+02  7.8837234e+01 -4.8138618e+00  3.7018776e+01
 -5.8110371e+00  5.9233537e+00  2.7540696e+00  8.6916602e-01
 -6.5937811e-01  7.8177443e+00 -3.8573871e+00 -5.0493226e+00
 -5.4596205e+00  2.8916323e+00 -9.1795511e+00 -1.7445056e+00
 -3.1171439e+00  1.4361901e+00  3.9802209e-01  8.1765757e+00
  3.2623451e+00  3.2911742e+00  4.7142647e-02  9.7306395e-01
 -5.8860798e+00  5.6208067e+00 -4.3317695e+00  5.1419301e+00
  6.7172933e+00  4.8616186e-01  5.5453296e+00  2.3501642e+00
  1.4189048e+00  6.6959195e+00  2.9259589e+00  5.9300208e+00
  1.4276749e+00  7.7616825e+00  3.2567310e+00  4.2571068e+00]",bageshree
"[-221.05312     188.78136     -54.028675    -18.106615     -6.696084
   -6.0474663    -8.357791     -7.8098984    -8.412876     -3.6887982
    3.5600479    -6.9573965     6.880566      5.7449775     1.5842582
    2.9127917     3.356466     -0.42314747   -5.3705893    -0.48488435
   -6.226957     -3.8890717    -6.4647903   -10.302185     -1.4131304
   -1.9444761    -5.6497235     1.0862463     3.1537533    -6.1350703
   -0.7409932     7.556883     -3.3726485    -0.7002162    -1.1027759
   -1.5590117     0.54153955   -0.31887838   -1.7032348     3.734875  ]",bageshree
"[-2.0412054e+02  1.7412595e+02 -4.4698231e+01 -2.2400581e+01
 -1.2926611e+01 -4.1659823e-01 -1.3604621e+01 -8.3212128e+00
 -1.0864929e+01 -1.6077859e+00  7.6146584e+00 -9.8984690e+00
  3.0301845e+00  3.0771961e+00  2.2099907e+00  3.5691240e+00
  4.7983155e+00  2.7427659e+00 -7.5666137e+00 -4.8976626e+00
 -9.1749983e+00  4.3122783e-01 -7.4294882e+00 -8.0958128e+00
 -3.2626019e+00 -1.9416993e+00 -7.9194512e+00  1.7858213e+00
 -1.1230478e+00 -7.9782968e+00  4.9644628e-01  6.4267874e+00
  9.4330579e-01  1.6058514e+00  8.8467139e-01 -2.5336201e+00
 -7.7873594e-01 -1.1373050e-01 -4.0859785e+00  4.9739132e+00]",bageshree
